"id","app","content","score"
"246","FEMA","This is by far the best weather app for localized warnings and watches. With a home and a cabin, this app has helped immensely. There are times it has not, however. When issuing app updates, or when a user updates/changes mobile devices, the app should not revert to an 'unused' mode. Most users will not reselect locations in their devices each time and, thus, will miss a critical warning. In the end, the value of this app rests with the user's cognition to update the app every couple weeks, when this responsibility should really rest with the developers of an emergency app. Still, if programmed correctly by the user, this is the fastest connection to warning information beyond live local media. Final note - the app needs a function to override a phone's 'sleep/silence' function to be a true warning tool.","4"
"247","FEMA","BrandonHix from the comment above, you're my hero. Instead of focusing on fun things like fema apps, it'd be way cooler to see better organized support right now here in nj. Rationing is nothing to really applaud; fast and effective ground work would be better. Outside of there being a neighborly helping hand, you can think of Fema as an individual guy packed with having a big load of responsibilty with only limited resources - maybe that's putting it pretty kindly. It's a group of course - in the grand scheme of the number of other ready and willing volunteers (who shoudn't be denied to help because of non-union status btw). Slow stuff. And totally, it comes down to local help and efficiency, and being ready for yourself in tough times as prep. No federal aid dependency recovery junk; their hand isn't that strong nor lastingly effective to be a stable long term help. Also, I'm glad we had firewood for our fireplace when power went out.","1"
"248","FEMA","A multi-billion dollar agency should be able to put out a usable site. For example, it says for nuclear fallout take shelter where the walls and ceiling can keep out radiation.  Well what are the best materials?  How thick? Is brick best?  Wood?  Concrete?  How about some detail?  They say for us to find out what fallout shelters are available in our areas. How about FEMA collecting and sharing that information on an interactive map like Googlemaps?  There are so many great apps out there produced for next to nothing but this huge agency puts out something so basic for a set of problems that are so important to get right.  I'll bet they waste huge amounts of money on internal meetings that are worthless when it could be put into a great app. Just shut this do nothing agency down.","1"
"249","FEMA","It's mainly basics, however something is much more than nothing. Nicely clean cut. To anyone complaining there isn't much validity, honestly FEMA runs out of money annually and it's one of the few agencies that isn't given a blank check.  For improvement: move links to app, add more detail, and add push functions. If data is flooding a network, provide the data automatically whenever possible instead of requiring user input. Push could give heads up notifications as well if it's supplied with your location.","5"
"250","FEMA","As another review mentioned, the app routinely deletes my saved locations and I have to re-add them. I only save two counties so it's not too bad, but I shouldn't have to do that.   Apart from that, basic or not it gives me the local weather alerts as fast or faster than other apps. It's simple and basic but I get the alerts as soon as they are issued. When the locations are saved that is. ;-)","3"
"251","FEMA","This app is very useful and welcome, but sometimes there are so many alerts and notifications that it becomes tedious. For example, today we have high winds and high fire danger in our area, and the app sent out almost a dozen notifications in less than an hour of both of these dangers - some of them duplicated multiple times. I still value the information, but I wish it was a little better written and fleshed out.","4"
"252","FEMA","This is the best app ever, I just love it when my government taxes me and spends the money developing apps that geotag my location in case of an emergency. This app is definitely not a huge waste of taxpayers money. FEMA did the best job ever in Katrina, remember? So you might as well download the app right now and save the NSA a little time tracking your every movement. Privacy is way overrated anyway.","5"
"253","FEMA","I use this app to track severe weather and flood advisories during hurricane season.  This app delivers notifications before all other apps I downloaded for this same reason, including local weather authorities.  Fast notifications and in-app as well.  Does what I need it to do, with the perk of a simple interface.","5"
"254","FEMA","Weather warnings alert portion is not dependable!  Sometimes it works, sometimes it does not.  Updates do not seem to be tested out very well before being released, updates often break it. Now getting badge app icon that always shows 2 alerts even though there are no present alerts for any of the 5 counties I have set. Can not get rid of the badge app icon saying 2. Have had number of problems with the weather alert  portion of this app since it was released. On the verge if deleting the app for good.","1"
"255","FEMA","This app covers a lot of bases for FREE. (Well, okay, we paid for it.) The text for specific disasters feature is nice because you don't have to be actively have a wide band connection open to receive warnings. Text will get the point across until you find a better  connection point or source for recharging your device.","4"
"256","FEMA","Overzealous! Late summer in Los Angeles, we have very low humidity and strong winds.  All adds up to fire hazard in hill country. So, this afternoon, my iPhone went crazy with 10 (yes, 10!) alerts all issued at the same time, advising me of fire danger in the rural areas of this and the neighboring counties. Guess what else?  I COULDN'T DISMISS THESE ALERTS!!  My phone went nuts for at least 10 minutes.  Couldn't even read the alerts because the app kept nagging me about new ones. (Really??  Just do ONE @&#$!! alert, and KEEP IT SHORT!)","2"
"257","FEMA","Great app, but for starts, a GPS functionality is a must. Nowadays with so many people traveling, you should get notified of alerts of where you are for your own safety. With GPS you could try to connect with the NWS radio to provide up to date information.","4"
"258","FEMA","I installed this app so that I could be better prepared for the eventual earthquakes in our community's future. Unfortunately, I keep getting posts about fires in the LA region. I have nothing against those folks and wish them the best but I don't need to be pommelled with their fire notices at every turn.  If the app allowed me to tailor the regions in which I'm interested, I might give it another try.","2"
"259","FEMA","Like other reviews, there's just way too many alerts!!! Some come 3 minutes apart for the same weather issue but in different counties, I listed ONE county in SC but get an alert for just about every county in SC.   I listed a county in Western NC but getting alerts for coastal NC out of Wilmington!   Please fix this issue we are all having. I received nearly 20 alerts for severe storms yesterday, just for my area of Lincoln county NC (never got a rain drop)!","2"
"260","FEMA","It's not the sleekest app ever made but it's very efficient with its space and simple to use. They provide location based alerts. I've received a few and they are easy to read and clear. Great app to have simply for the notifications.","5"
"261","FEMA","I keep getting 3 or 4 notifications a day that seem to be for the same warning. Like 3 “beach hazard statements” in one day and 4 “excessive heat warnings” on that same day. The thing is going off every hour. Having so many notifications means I’m much less likely to pay attention to them.","3"
"262","FEMA","This is all I have ever wanted it of an app. Clean design, does a simple job and does it well. Reminds me when it's time to do those preparation things I don't know how many times I've ignored them. Has the info I need. It's just great!","5"
"263","FEMA","I'm having the same issues with the 2 alerts showing, even though there aren't two alerts to show. I have deleted and reloaded the app, but it still shows the same thing. Ever since the new update happened, it's been glitchy at best.","3"
"264","FEMA","Not sure why the other 2 reviewers say the apps alerts were way off. I had thunderstorms warnings here (Washtenaw county) and it started minutes after I'd warned family members about it. Recommend it.","5"
"265","FEMA","The updated app has two notification notices stuck on the app, with no way to turn them off. At this point, the app is more annoying than helpful and sends out alerts when nothing is happening, and misses events.","3"
"266","FEMA","Love the weather alerts!  I get notified when there are alerts where family and friends live.  Also check smoke alarm reminder is a plus!","5"
"267","FEMA","All of you complainers should be a little more self reliant and proactive. You know you can google 97% of the complaints you made. This app is merely here to enable you with the basics... Ya know the ABC's. Go start a kit and stop complaining.","5"
"268","FEMA","I like the alerts, but the app frequently forgets my locations. It would also be nice if it cleared it's alerts when the weather alert ends, so I don't have the bubble count on the icon when there are no active weather alerts.","3"
"269","FEMA","This is simply just an excellent app. Love the checklists! Awesome location settings too which will give each family member peace of mind. Great central resource for related info during an incident. 5 stars from this Californian household!","5"
"270","FEMA","It would be better to type the counties instead of scrolling, because I live in Texas and scrolling through a lot of counties is not good. Excellent app, every alert arrives at the moment, immediately.","4"
"271","FEMA","I would like this app much better if I didn't have to repeatedly save my information. And repeatedly agreeing to terms. ALL THE TIME. It's the same terms, every single day, every single alert, every single time. Please fix! Thanks in advance.","3"
"272","FEMA","Great app!  Very informative. And for those that are annoyed by smoke alarm reminders:  Tap Prepare -> Set a Reminder  You can turn the reminder off or tap the I tested my smoke alarms button to snooze the reminder.","5"
"273","FEMA","Ignore the rating team below. This app is a good start for anyone going into the survival subject. It's a good source of tips and tricks for new people. The gov can only do so much, it's up to you to survive.","5"
"274","FEMA","Easy to follow and use, good information.  To the point, no fluff.  The ability to check items off the checklist is a bonus.","5"
"275","FEMA","Too many alerts, 5 nine minutes apart for hurricane Matthew for Brunswick Co, NC; Oct 9, 2:00 AM to 2:09 AM (3 were listed as 2:00!!!!!!)! Conditions for a hurricane don't change that fast except in a movie! Similar experience for other weather alerts. And they keep popping up if you don't open them. It's crying wolf so much I ignore it!","2"
"276","FEMA","I downloaded this app for emergency alerts. For the last 3 weeks it alerts me every other day to check the batteries in my smoke alarms. I cannot find a way to make that alert go away so I had to delete the app. Too bad because I like the premise of the app.","2"
"277","FEMA","So this version is really buggy. I cannot in any way get the badge app icon to go away. And this it has a continuous problem from other versions where the badge app says 2 no matter how many notifications there really are. I enjoy this app because it helps me prepare for coming storms but it is starting to get annoying.","1"
"278","FEMA","App keeps telling me I have 2 notifications but I can't clear them out. I know that's kinda silly but it really drives me nuts! Also the notifications went all crazy the other day and kept alerting me over and over again to test my smoke detectors. Love the idea of this app & will definitely reinstall if bugs get fixed.","1"
"279","FEMA","Great one stop app for preparing for an emergency. I'll just have to wait for a legit emergency to see if their notifications work.","5"
"280","FEMA","Good work, FEMA, for seeing the potential on leveraging citizens in gathering disaster data.  Now keep moving forward and expanding the capabilities of GIS and Disaster Relief.","5"
"281","FEMA","Far too frequently notifications for emergencies that are nothing like true emergencies. Just got one for Yolo County that warned of clogged gutters.  Oh no, the humanity. There should be tiers of alerts, true emergencies vs. warnings about slick roads. Tornadoes vs. slick roads.","3"
"282","FEMA","Handy info to have, basic and easy to understand.","5"
"283","FEMA","Older versions of the app were fine, but the current one is issuing several reminders a day to test smoke detectors with no way to disable them. I hate to uninstall it with hurricane season approaching, but it is clearly broken.","2"
"284","FEMA","This has a lot of promise, but, like other reviewers, I've found that every time I open the app I have to re-enter my locations, which seems to defeat the purpose.","2"
"285","FEMA","I don't want to be reminded to check my smoke detectors, check my emergency supply kit, practice safety routes 4 times a day, 7 days a week. I would like a heads up when Mother Nature is not happy and is sending unfavorable weather my way.  This app does not do this, like I thought it would do.","1"
"286","FEMA","Really useful App but it now forces me to re-enter my alert locations every time I want to read them. Older versions would retain the locations.","3"
"287","FEMA","Been receiving double notification. One is plenty.","4"
"288","FEMA","The app is promising. Unfortunately where alerts are concerned, it will not save the locations you want to receive alerts on.","3"
"289","FEMA","Useless app, won't save locations so you have to update them daily. Too many silly alerts asking you to check smoke alarms batteries etc instead of warning us about cat4 hurricanes approaching ! I'm deleting this stupid app","1"
"290","FEMA","I can understand excessive alerts when there's a disaster but getting five, six, seven alerts in the space of a few minutes for heat warnings is a bit much.","2"
"291","FEMA","Have you thought of having the app's alert badge disappear after the alert has expired? The badges linger forever.","3"
"292","FEMA","Downloaded, but as soon as this review is posted, I'm removing app until it will save my location. Warnings won't be helpful otherwise. Waste of time for now.","2"
"293","FEMA","I would like to see it optionally tie back to your local EOC somehow.","4"
"294","FEMA","Like the government's own nature of wasting taxes payers money and time helping no one but themselves , this app is useless. Ask the Sandy victims and back slapping politicians who do nothing at all, like this useless app. The review will only allow me to give it one star. I give it nothing!","1"
"295","FEMA","Most stuff on this app is already known information you can find anywhere from anyone. There's a map view of shelters but it only shows what's in Texas...that's it...like the other 49 states don't have any or something.","1"
"296","FEMA","They did good adding the weather feature!","5"
"297","FEMA","App bounces left and right on iPhone which is super annoying. Also too link centered. What if I don't have Internet access post disaster?","2"
"298","FEMA","Save button will not work when I try to select locations and save button does not work in Agree to Terms","2"
"299","FEMA","Very useful: Thanks for making available!","5"
"300","FEMA","Back buttons not work all the time. Have to use home button or reset app. Limited alert locations","2"
"301","FEMA","Constantly shoeing 3-5 alerts.   Can't figure out where these alerts are stored.","3"
"302","FEMA","Very informative except for the daily reminder to test smoke alarms. Is that really necessary??","4"
"303","FEMA","It's a good app and I like it, but lately the daily smoke alarm test reminder and every few days the emergency kit reminder is very annoying. Maybe time to declare the app.","2"
"304","FEMA","Kept using this during the Hurricane. Crude but works","3"
"305","FEMA","It has the red flag saying I have two alerts and they won't go away! I tried closing the app completely, and deleting the app and reinstalling it. They won't go away!","1"
"306","FEMA","Do I need 7 alerts in half a day to give me heat warnings?! Had to turn off notifications, which is the reason for having the app in the first place!","2"
"307","FEMA","I think it could be a useful app, but it's very glitchy and it sends me notifications that can't be read in their entirety or found in the app. Not worth downloading.","1"
"308","FEMA","Does what it is supposed to do.","4"
"309","FEMA","I just deleted the app because it keeps forgetting my location.  The Red Cross Emergency app works much better.","2"
"310","FEMA","No way to select the region and getting too many notifications...rendering the alerts useless","1"
"311","FEMA","No zombie advice, otherwise pretty good.","4"
"312","FEMA","Alerts quit working, which makes it pretty useless","2"
"313","FEMA","App is stuck. Won't install and cannot delete it from launch screen. Don't download!","1"
"314","FEMA","I like this app but it keeps freezing on me.","2"
"315","FEMA","Good idea but poor execution. I don't need 10 flood warnings every 5 mins.","2"
"316","FEMA","Latest updated lock the app. Can't get to anything all tabs are unresponsive","1"
"317","FEMA","The alerts for NWS watches and warnings should be done for locations by zip codes, instead of an entire county.","2"
"318","FEMA","Since the last update it doesn't work and I can't delete it from my iPhone.","1"
"319","FEMA","October 7 at 2am I had a weather notification about storm in Seattle October 6 at 4pm. Thanks! It's good to feel safe","1"
"320","FEMA","Weak material and in need of a touch up for iPhone 5 and better graphics.","1"
"321","FEMA","Today I copied a URL into my clipboard (iPhone with latest iOS). It was a YouTube “share” link URL. I pasted it to a friend’s Message thread. A few minutes later, I switched to the FEMA app, and as the FEMA app opened, I briefly saw an on-screen alert that “FEMA pasted from YouTube” (pasted from my clipboard!).  I understand how/why that iOS alert works. There’s no way for me to block that clipboard access.  Question is:  Why is the FEMA app sniffing my clipboard without my permission? That is a trust and security concern for me. Attention FEMA app developers: please don’t auto-paste (read and take) my device’s clipboard. Thank you!","3"
"322","FEMA","Ok hey US Government, last we checked we were not in Mexico.  This app is broken. English por favor.","1"
"323","FEMA","It keeps me aware","4"
"324","FEMA","It doesn't show a map of where the FEMA Camps are located.","1"
"325","FEMA","The most blatant and obvious issue with an app such as this, is that you're assuming that you're going to have a cell phone and/or wifi signal sufficient enough to receive any information on any sort of disaster AFTER it has happened.  What cell phone service that is accessible is generally bogged down with everyone trying to call their loved ones at the same time, which will also render this app completely useless. If you need updates, get a solar powered am radio and look into cell phones that use GIS and satellite technologies...  By FEMA releasing this, it sheds a bit of light at just how brain-dead this completely useless agency is. An app to be used on a device that will not work during a disaster? Good one…  The bottom line is that an educated and prepared populous is ready to act when needed, and we certainly don't need to rely on the Federal Government to tell us something has already happened- heck, they release an app that will never work during a disaster! There's a hurricane or a giant asteroid rocketing toward earth? Great! Your local authorities are all you have ever needed. Stay informed without having your hand held by the Feds. Stock up on what you and your family needs, learn how to be resourceful and learn how to read a map and shoot an azimuth.  After this post in iTunes, this app gets deleted! While this may be a cynically-laced review, I'm simply trying to be frank about an app that is just completely stupid in every way, shape and form. Everyone has the tools they need- and that is your senses and common sense.","1"
"326","FEMA","Awesome app!!","5"
"327","FEMA","When:(? I want FEMA CAMPS,ITS GONNA BE AMAZING,THE NEW AUSWITCH😍","5"
"328","FEMA","There is only a white screen with no data at all.  App was working fine until 11/9/2022.  Received an alert however screen is all white now.","1"
"329","FEMA","I chose for the app to use my location to help determine nearest emergency shelters. It gave me Florida, N. Carolina, and S. Carolina. Problem is I’m physically in Norfolk, VA. REALLY??! Worst part is that there’s no option to even manually select a zip code to find an emergency shelter, so it’s stuck in Florida and the Carolinas 🤨","3"
"330","FEMA","The app has been destroyed by the latest update and at a time of the year when extreme weather causes high risks to much of the country!  Do the developers not test their release what-so-ever???    Notifications are received as usual and the icon shows #of alerts, but opening the app shows no details and all locations set within the alerts section have vanished.  There is now zero ability to add alerts as the location lookup page no longer works.  Occasionally buttons appear in wrong places with clips of code instead of text!","1"
"331","FEMA","After iOS 14.1 update saved locations disappeared and now cannot add locations.  Try to add location by zip code or city/state and no locations appear in window and NEXT button is grayed out","2"
"332","FEMA","The FEMA App stopped working on my iPhone 11 Pro Max after (27 October 2020) yesterday’s update.  Alert screen frozen, location  inaccessible!m, text entry impossible, history gone!  Good job FEMA!","1"
"333","FEMA","there is a lot of visible code, some of the app elements overlap with others, the app is very slow.","5"
"334","FEMA","...to my last review.   Update to my review: They wrote back to my Apple account to clarify, explain and made suggestions. Another star added for the personal touch.  .……………..................................................... Some good info to have on hand. Haven’t had long enough to test the warnings and notifications.  My gripe is what some others have said about the nearby shelters. I live in VA and my nearest shelter comes up as SD! And I did allow app to follow me when open. I was also able to put in my zip code and choose my county. So this app still isn’t ready for prime time.","4"
"335","FEMA","I like that you can set alerts for up to 5 county locations. It would be nice to be able to specify cities so that when I'm visiting, I don't have to research what county I'm in. You can set family emergency meeting locations. It would be nice to be able to add the rest of the family communication plan, and to be able to share the information with others. I like that you can turn off the reminder alerts. I like that you can see where the shelters and DSAs are. Maybe should add a little note about why there isn't info on a specific location someone is looking for (frequency and source of data; only active locations shown, etc). It would be great to link to other media like YouTube videos with related content to maximize modes of communication.","5"
"336","FEMA","So the last update deleted all my locations. Add them back get notified of alerts and go to app and the alerts don’t show up at all.   I have used app for about 2 years and now it’s just taking up space. Would like to see it get fixed soon  Edit 6/30/2018 after developer response. Yes that was the version that created the problem. My solution was to stop using it after no response from you or no new update","1"
"337","FEMA","This is something I felt can be very useful.  Currently it us a piece of poop! I’m receiving weather alerts for a different city, that is four hours away (nor in my county or even State). The alerts also come at odd times of the day/night which I understand however, it will ding high wind advisory, ding red flag warning, ding high wind advisory cancelled, ding red flag warning cancelled, ding weather freeze; all in seconds of each other.  I don’t have time to completely read the first message before it’s canceled!  I don’t mind receiving notifications of disasters around the world; but I do mind when the let a toddler send them out!!! That kid is randomly selecting messages!","1"
"338","FEMA","Have had this app for a while, and have generally been happy with it, but now with every update (?), I have to re-enter my location. When I have to do this every day or two, it's just not worth it.My states EMA app posts exactly the same alerts, and I don't have to mess around with locations. Bye bye FEMA.","1"
"339","FEMA","iPhones with larger screens have been out for 2 years, and heading into their 3rd... Can't believe people still can't figure out how to code support for larger screens.  How about getting wtih the times there FEMA?","1"
"340","FEMA","I love this app - it's the best free severe weather app I've used. But the version released April 5, 2016 is crashing on iOS and won't work. I got a notification but can't get to the menu, it's loading. Please fix this.","1"
"341","FEMA","Decent information for the uneducated, very general. Way to reliant on an Internet connection for information. Hello, in a disaster event communication will most likely be down. But the big message is be prepared, don't rely on the government to save your butt. (as it should be).","3"
"1","Earthquake","I appreciate the free version of the USGS phone app. However, the push notification for for earthquakes et al should be free as well (not just the pro version). In fact making it free, I contend, would be the ethical thing to do; public safety is important for all of us. I am a disabled and therefore retiring professor in a small northern CA town. For me, even $2.99 is too much and I know I’m not the only one experiencing financial hardship in this area for one reason or another; there are many of us. Please consider making the push notifications free as well. Again, I really appreciate the free version of the app, u do have; I ask, and would appreciate it if the push notification could be free as well. Thank u for reading and considering this.","5"
"2","Earthquake","This app has potential. Great locating, easy to view when map options are low, tectonic fault only that do define strike/slip or subduction and appears up to date w/i few minutes. Challenges: map a bit too generic needs terrain relief(not aerial) standard illustration like on old maps. The earthquake points could be exaggerated a bit more as to size of quake. Color scheme is lost when adding population density which should be a blue scheme or grey scheme not the same as quakes. All faults, volcanos and hot springs should be noted in map too. Lastly a history button for locations pulled up that either integrates with a site like USGS or even just to a search engine and allow you to chose. This is the free version and I didn’t see any of this advertised for premium so until I see ideas such as these or better I won’t go premium. Cheers","4"
"3","Earthquake","Can’t believe someone would rate any app low when it was free and the “good stuff” is in the paid version. They are all like that unless you get one with “in app” purchases which I hate. I’d rather pay an update fee of $.25 every year considering the work that goes into the app. I only have one complaint...they get earthquake info (it appears to me) from different sources so often it appears like there are two quakes but there is one...unless I’m missing something. Sometimes the notification appears to be in Chinese sometimes in English. Otherwise, this works great on my Watch!! Thanks!    ETA:  This works better and faster than the quake notification system recommended for the California residents.","5"
"4","Earthquake","The app that you get in the basic package works great as long as you are ok with minor earthquakes 6.6 and below on the Standard scale. This is pretty much all I need it for. We don't get anything larger in magnitude here in Colorado, Wyoming, Oklahoma, New Mexico, Kansas, and Utah‼️🙏🏼❤️😃❤️🙏🏼‼️ If we do, I live close enough to the NSGS in Golden Colorado to make the local phone call to find out what happened‼️🙏🏼❤️😃😍😁🙏🏼‼️ If you want to follow the New Madrid or the San Andreas faults where the big ones are predicted, you can't go wrong buying the upgrade packages‼️🙏🏼❤️😃💬🙏🏼‼️ I'm a retired teacher so cost is a factor, but the app programmer did a great job for what I need‼️🙏🏼😃🙏🏼‼️ GOD BLESS AND BE EXCELLENT‼️🙏🏼😃🙏🏼‼️","5"
"5","Earthquake","This is a very good app.  And the price point is reasonable.  But the problem is there are all lot of good earthquake apps with reasonable price points.     What has me on the verge of buying this app is the widget.  None of the other earthquake apps have decent widgets.  This app kind of does.   But the widget needs two things.  First it is limited to country, and there should be a whole world option.  The second problem with the widget is it does not have a small widget available.   On an iPad, medium and large are fine options, but on the smaller iPhone, an even more condensed small widget is needed.  Once those things arrive, this will be a 5 star must purchase.","4"
"6","Earthquake","I live in California and have been using this app to keep up with earthquakes in California AND all around the world.  I am very well aware of the reasons, which I’ve been told, that LA County didn’t get an alert from this app for the 6.2 in Ridgecrest.  I am confused.  I live out of this area yes, but have been receiving information regarding the Indonesia quakes, the Alaska quakes and lots of Russia quakes and I sure don’t live there.   I am still NOT convinced that this app is working to its full potential for us.  It is NOT showing the 7.2 yet either and it’s been at least 20 minutes?  I LOVE this app idea....LOVE looking at the earths map to see all!!   Please keep this available!!!!!!!","5"
"7","Earthquake","I’ve got to say i really love this app. You can do quite a lot in the settings to either limit or expand what sort of events you are notified about. There are so many quakes worldwide every single day, i find it helpful to pick an area for focus and then work my way out from there if i choose to. These and other options in the settings work very well because the app is both nicely organized and and visually appealing. It’s worth paying for the pro version and it’s not a steep price. Under $4.00 last time i looked. 🙂","5"
"8","Earthquake","I first started using this app when I moved to California and started noticing the pictures on the walls of the condo were constantly out of level. I figured it would be cool to know just how often we were experiencing earthquakes. I’ve since moved out of California but like knowing when quakes occur around the globe. The alerts always pop up before I read about the quakes on the news. It would be great if everyone’s phone was linked into the system to give data about local quakes as I’m sure a cellphone could detect such events if it’s left resting on a nightstand.","5"
"9","Earthquake","Really appreciate this seismic monitoring tool. Great app.  I would like it if someone could maybe put some notes periodically to offer brief analysis of spikes, maybe a reason for them. ie how are things in New Zealand? Seems like they're rumbling a lot lately. Or maybe there's a place that totally seeing an uptick since cities are becoming more active. It's great for reliable maps and lists for raw data.  The average person has a little trouble deciphering significant events.  Thanks!","5"
"10","Earthquake","The earthquake data updates rapidly and it is great being able to see the location on a map that can zoom in for details. Being able to view by intensity allows you to choose the content by intensity to only see bigger quakes and you can the choose a lower intensity to the the before and/or after shocks that occurred. Great product!  Highly recommend if you like earthquake data.","5"
"11","Earthquake","I keep track of plate motion and disaster areas, this app gives excellent global circumstance to some information at a glance. I used to live in the Pacific Northwest off the Juan de fuca plate... I’m always waiting for the fault to speak, since it is overdue this is a good way to systematically watch seismic activity without having to carry around a ridiculous amount of computer gear to catch a glance. Keep up the good work my friends stay safe and Rock On !","5"
"12","Earthquake","I’ve had this app a very long time.  I have noticed in the past few months it will indicate a 6.0 or better earthquake occurred somewhere.   I’ll google the location to see if there was any damage and there is no data supporting the Earthquake App.   Most recently (last night) the app indicated there was a 6.1 quake in the state of Washington.     I googled and checked the other earthquake information sites and nothing.  This afternoon the quake data is no longer showing.   This as I stated has happened a few times in the past 12 months.  Makes one wonder where the app is getting its feed from.","2"
"13","Earthquake","I like this app. Satisfies my curiosity and does a good job of displaying information. At this point, I am glad I paid for the Pro features. It is only $2.  But, I was annoyed that the app’s apparent push to upgrade made it impossible to enjoy the app, or maybe that was a hiccup. After I upgraded, it kept insisting I should upgrade. Sending a message to support uncovered a problem with their web form. I never received a reply.  I finally resolved my own issues with this app after updating iOS 11. Now using it with iOS 13. Works well.   If not for the hassles, and lack of support response, I’d give this 5 stars. (I am pretty stingy on star ratings. Five stars needs to be simply top notch, without any major and few if any minor issues.)","5"
"14","Earthquake","For those people who live in under develop region that can’t get your pro version,should get the pro version after all they are the people who happened to live in those areas don’t you all think, just to think just one person in that region gets a push notification can warn hundreds around him or her, think about it guys","5"
"15","Earthquake","I loved this app until I tried to transfer it to my new iPhone. I had bought the pro version on my old iPhone and when I went to install it to my new phone it said I had to rebuy the pro version. I’m kinda at a loss on what to do so any help would be appreciated. Thanks. UPDATE: I heard back from the developer and explained what to do. I’m up and running again. Thank you for getting back to me. This is a great app.","5"
"16","Earthquake","This not only represents the best app for earthquakes and instant updates on location, depth, aftershocks, push notifications for earthquakes in your area, but tsunami risks and warnings. Just flawless. Those who made this app need to be very proud of themselves. I am sure this app has and will continue to save countless lives while keeping communities around the world informed.  Thank you so much to the developers . . .","5"
"17","Earthquake","Don't believe I've ever rated an app, even the ones I really like, but today's the day: Downloaded the free version, only took me a few minutes to realize that the important settings can't be made unless you pay, i.e., Magnitude, how far from my location, can only chose ONE location, for instance my daughter lives in California, I don't but wanted to add hers along with where I live. Don't seem to be able to do that. *Which technically wouldn't need to if the area where one can usually specify how far from where they live, can be added, i.e., Up to 800 miles from my location.   I'm amazed this app is being rated anywhere near as good as it has.","1"
"18","Earthquake","I have been an earthquake follower since my days in California in the 80’s. Even felt one when living in Ohio in the early 70’s! I find this apps 2, 4, 5 seismic choices clarifying. One thing I’ve learned since living in Seattle is that, as long as there are regular, small earthquakes, there is less likely to be a big one. This app is great for watching for that as well as understanding our “Pacific rim of fire”.","5"
"19","Earthquake","First I check the “SoHo” Solar viewing app to check on the sun’s activity and compare it to the earthquake app.  There is almost always a direct connection.      ***Would like improvement to add a new symbol for earthquake with pre and post tremors with quantity and with start time and finish time.***... also, man made or artificial tremor symbol.  Thank you for great customer attention with high level of customer response.","5"
"20","Earthquake","I only got this app so I could see activity of earthquakes all over. I am not seeing ANY local activity and I know we had an earthquake last week. It was small but felt by many. I will be deleting this app and try to find one more inclusive of those earthquakes that are close to me as well as those far away.  It told me if I wanted to see more earthquakes I needed to pay their fee. Really?!! I will find a free one!! Who in their right mind would PAY to see such information? Seriously you want me to pay? Anyone who does pay is stupid beyond belief or has too much money on their hands.","1"
"21","Earthquake","I downloaded app because of very active earthquake activity where I live and there might be danger of a tsunami. So far the notification takes about 40 something minutes to notify about the earthquake. That for me it’s too long. So far that’s the only issue with the app I did purchase the pro version. Overall good app need to minimize the notification time after the earthquake.","5"
"22","Earthquake","I’ve had this for about 2years now, I live in south central Alaska with very active seismic activity locally and on a daily basis statewide.  The speed and accuracy is pretty much spot on to what makes the headlines, (same source I’m sure). Very nice because it covers worldwide as well and can have the notifications settings specific to a region. Highly recommend to keep up to date with seismic activities.","5"
"23","Earthquake","Have tried a lot of these apps. This one seems the most comprehensive. The alert feature is controllable (seismic activity, ringer sound options, volume) and it’s super fast. I live in Southern CA so having an alert that will break through silencer at night seems prudent. I also use My Shake app to do my part in data collection.","5"
"24","Earthquake","I love this app but when alarm goes off it’s not very loud for when you might be sleeping. My volume is u all the way and it’s just a short bleep. Not sure how this would help older hard of hearing people because sound is not alerting like an amber alert is. Maybe change the sound of the alert or make it louder as it sounds like I got mail or a text...  Thank You","5"
"25","Earthquake","Installed several earthquake apps to evaluate them. This one gets a second star because it was one of the first to report a recent earthquake. Otherwise it would be one star because of lack of configuration and filter options. Apparently you have to upgrade to the paid pro version to get those. But from the ads for it even the paid version doesn’t appear to have a tenth of the options available in other, free, apps. Recommend looking elsewhere if you’re not going to buy.","2"
"26","Earthquake","The only thing missing from this great app is the same filters applied to the main app on my iPhone to my Watch: I always see Earthquakes all across the country on my Watch, as opposed to my filtered area on my phone. Due to the amount of activity, it makes the Watch companion app rather useless. Would love to see this minor change!","4"
"27","Earthquake","The app is nice is far is it an historical review it does not give you advance warning when earthquake is coming. It has given me a better feeling for how many earthquakes there are every day. I like the fact that you can set the alert level at a certain strength of earthquake. I only wish living here in California that it could also give advanced warning of an upcoming earthquake.","4"
"28","Earthquake","I couldn’t get push notifications to work but the problem could be my mobile provider.  Otherwise, this is the best app if you’re looking for accurate earthquake activity in your area in and around Peru.  I have 4 different apps installed and this is the only one that aggregates everything properly.","5"
"29","Earthquake","This is one of the best apps I have. Not only because I live in California n can track local instances, but am able to follow world situations. I’m very fascinated by the patterns of geological history that quakes present. Really appreciate this information. Thanks. UPDATE: Well since upgrade, I can’t focus on the area I wanted to...how do I get old version back???","5"
"30","Earthquake","Uncomplicated and to the point.  Not cluttered with unessesary things.  Easy to understand and no difficult terms or prerequisites in order to see whats going on.  No popup ads or annoyances. Perfect for those who are busy yet need to knowright then what is happening.  No interferences whatsoever on my phone. The app that minds its own business and does what it should. No reduculas cost or hidden tricks to scam money.","5"
